subjID,TrialNum,List,BlockOrder,ItemNum,Condition,TrialType,SentenceType,Sentence,Response,A_rating,B_rating
1724309533568533524,36,2,1,112,Speaker_Error,filler,filler,The baby crawled into the hallway.,,,
1724309533568533524,37,2,1,120,Speaker_Error,filler,filler,The secretary ordered some office supplies for the boss.,,,
1724309533568533524,38,2,1,53,Speaker_Error,exposure,deletion,The terrorist assassinated the newsman cold blood.,,,
1724309533568533524,39,2,1,59,Speaker_Error,exposure,insertion,The pianist met with a beautician to about prepare for her recital.,,,
1724309533568533524,40,2,1,69,Speaker_Error,exposure,deletion,The spokesman toasted a muffin for the agent the early morning appointment.,,,
1724309533568533524,41,2,1,56,Speaker_Error,exposure,deletion,The intern begged a programmer to edit the program because it due the next day.,,,
1724309533568533524,42,2,1,130,Speaker_Error,filler,filler,The bank robber spent thirty minutes cracking the code for the safe.,,,
1724309533568533524,43,2,1,107,Speaker_Error,filler,filler,The apprentice fetched a hammer for the carpenter.,,,
1724309533568533524,44,2,1,113,Speaker_Error,filler,filler,The train arrived at the station.,,,
1724309533568533524,45,2,1,52,Speaker_Error,exposure,deletion,The spy monitored a baroness several months.,,,
1724309533568533524,46,2,1,125,Speaker_Error,filler,filler,The receptionist saved some cake for her co-worker.,,,
1724309533568533524,47,2,1,57,Speaker_Error,exposure,insertion,A legislator lied to the consultant about for a new bill.,,,
1724309533568533524,48,2,1,108,Speaker_Error,filler,filler,The painting hung on the bedroom wall.,,,
1724309533568533524,49,2,1,63,Speaker_Error,exposure,swap,The cameraman was paid to follow a bridesmaid down the camera with his aisle.,,,
1724309533568533524,50,2,1,65,Speaker_Error,exposure,swap,The robot killed a scientist from escaping before the laboratory.,,,
1724309533568533524,51,2,1,103,Speaker_Error,filler,filler,The first-graders liked their teacher because she used games to teach them how to read.,,,
1724309533568533524,52,2,1,60,Speaker_Error,exposure,insertion,The acrobat respected after the ballerina because she went to Juilliard.,,,
1724309533568533524,53,2,1,66,Speaker_Error,exposure,swap,The preacher irritated a parishioner because she used was to shorter sermons.,,,
1724309533568533524,54,2,1,121,Speaker_Error,filler,filler,The runner trained for months before the marathon.,,,
1724309533568533524,55,2,1,51,Speaker_Error,exposure,deletion,The dealer shuffled deck before distributing the cards.,,,
1724309533568533524,56,2,1,61,Speaker_Error,exposure,insertion,The archivist found a document dating back to was the Nixon administration.,,,
1724309533568533524,57,2,1,70,Speaker_Error,exposure,swap,The advisee opened a file for the visitor some with trepidation.,,,
1724309533568533524,58,2,1,115,Speaker_Error,filler,filler,The father bought a bicycle for his son.,,,
1724309533568533524,59,2,1,68,Speaker_Error,exposure,swap,The status conducted an inquiry into the professor of the file.,,,
1724309533568533524,60,2,1,104,Speaker_Error,filler,filler,The grandmother made a quilt for her granddaughter.,,,
1724309533568533524,61,2,1,124,Speaker_Error,filler,filler,The marathoner ran into the stadium.,,,
1724309533568533524,62,2,1,102,Speaker_Error,filler,filler,Some of the woman's cats were scared of dogs but most of them weren't.,,,
1724309533568533524,63,2,1,58,Speaker_Error,exposure,insertion,The insurer paid the victim because while his car had been destroyed.,,,
1724309533568533524,64,2,1,54,Speaker_Error,exposure,deletion,The witch was hanged an executioner promptly at dawn.,,,
1724309533568533524,65,2,1,116,Speaker_Error,filler,filler,The hiker was rescued by a ranger who had been on patrol.,,,
1724309533568533524,66,2,1,55,Speaker_Error,exposure,deletion,An analyst angered the economist after he interrupted phone conference five times.,,,
1724309533568533524,67,2,1,101,Speaker_Error,filler,filler,The helicopter hovered over the water.,,,
1724309533568533524,68,2,1,67,Speaker_Error,exposure,swap,The playwright selected the resemblance because of his understudy to the lead actor.,,,
1724309533568533524,69,2,1,64,Speaker_Error,exposure,swap,The defendant misled a juryman when she worked that she said for the government.,,,
1724309533568533524,70,2,1,62,Speaker_Error,exposure,insertion,The sculptor brought a shell from with the ocean floor.,,,
1724309533568533524,71,2,1,75,Speaker_noError,filler,filler,The journalist was ignored by the politician at the press conference.,,,
1724309533568533524,72,2,1,92,Speaker_noError,filler,filler,The bartender poured a drink for the customer.,,,
1724309533568533524,73,2,1,94,Speaker_noError,filler,filler,The mobile was hanging from the ceiling.,,,
1724309533568533524,74,2,1,12,Speaker_noError,test,swap,The ball kicked the girl.,,,
1724309533568533524,75,2,1,95,Speaker_noError,filler,filler,The coach encouraged the team to score in the last quarter.,,,
1724309533568533524,76,2,1,81,Speaker_noError,filler,filler,The church built a shelter for the homeless.,,,
1724309533568533524,77,2,1,5,Speaker_noError,test,deletion,The corrupt politicians profited the bribes.,,,
1724309533568533524,78,2,1,4,Speaker_noError,test,deletion,The millionaire profited the tax reduction.,,,
1724309533568533524,79,2,1,89,Speaker_noError,filler,filler,The jewelry-maker was commissioned by the millionaire.,,,
1724309533568533524,80,2,1,2,Speaker_noError,test,deletion,The patient's condition deteriorated the new medicine.,,,
1724309533568533524,81,2,1,8,Speaker_noError,test,insertion,The extra time benefited from the child with a learning disability.,,,
1724309533568533524,82,2,1,3,Speaker_noError,test,deletion,The actor handed the script the director.,,,
1724309533568533524,83,2,1,88,Speaker_noError,filler,filler,The sergeant assigned a locker to the private after the meeting.,,,
1724309533568533524,84,2,1,86,Speaker_noError,filler,filler,The soccer mom was offended by the journalist because he asked rude questions.,,,
1724309533568533524,85,2,1,14,Speaker_noError,test,swap,The stamp licked the secretary.,,,
1724309533568533524,86,2,1,91,Speaker_noError,filler,filler,The nurse poured some water for the old man.,,,
1724309533568533524,87,2,1,80,Speaker_noError,filler,filler,The charity built a house for the hurricane victim.,,,
1724309533568533524,88,2,1,1,Speaker_noError,test,deletion,The quarterback passed the ball the receiver.,,,
1724309533568533524,89,2,1,100,Speaker_noError,filler,filler,The chef cleaned the ladle before he stirred the soup.,,,
1724309533568533524,90,2,1,11,Speaker_noError,test,swap,The watch bought the plumber.,,,
1724309533568533524,91,2,1,72,Speaker_noError,filler,filler,The waitress fixed a sandwich for the customer.,,,
1724309533568533524,92,2,1,84,Speaker_noError,filler,filler,The cook baked a cake for Lucy.,,,
1724309533568533524,93,2,1,98,Speaker_noError,filler,filler,A ghost appeared above the bed.,,,
1724309533568533524,94,2,1,7,Speaker_noError,test,insertion,The bad lighting deteriorated from the woman's eyesight.,,,
1724309533568533524,95,2,1,9,Speaker_noError,test,insertion,The hot stove melted from the plastic handle.,,,
1724309533568533524,96,2,1,10,Speaker_noError,test,insertion,The daughter passed the mother to the bowl.,,,
1724309533568533524,97,2,1,13,Speaker_noError,test,swap,The train boarded the granddaughter.,,,
1724309533568533524,98,2,1,6,Speaker_noError,test,insertion,The earthquake shattered from the house.,,,
1724309533568533524,99,2,1,15,Speaker_noError,test,swap,The table set the mother.,,,
1724309533568533524,100,2,1,78,Speaker_noError,filler,filler,The grocery store didn't have any more whole wheat bread in stock.,,,
1724309533568533524,101,2,1,20,Speaker_Error,test,deletion,The janitor lent the mop the teacher.,,,
1724309533568533524,102,2,1,122,Speaker_Error,filler,filler,The TA was criticized by the professor.,,,
1724309533568533524,103,2,1,29,Speaker_Error,test,swap,The saw sharpened the father.,,,
1724309533568533524,104,2,1,117,Speaker_Error,filler,filler,The ballet instructor encouraged her students to practice more.,,,
1724309533568533524,105,2,1,126,Speaker_Error,filler,filler,The dog trainer taught the puppy to roll over.,,,
1724309533568533524,106,2,1,19,Speaker_Error,test,deletion,The sculpture shattered the fall.,,,
1724309533568533524,107,2,1,17,Speaker_Error,test,deletion,The scuba instructor rented the equipment the tourist.,,,
1724309533568533524,108,2,1,110,Speaker_Error,filler,filler,The name was engraved on the ring.,,,
1724309533568533524,109,2,1,114,Speaker_Error,filler,filler,The seamstress made a dress for her client.,,,
1724309533568533524,110,2,1,106,Speaker_Error,filler,filler,A cat jumped onto the table.,,,
1724309533568533524,111,2,1,111,Speaker_Error,filler,filler,The cheerleader was treated by a doctor who had been watching the game.,,,
1724309533568533524,112,2,1,123,Speaker_Error,filler,filler,The athlete was treated by a nurse who had been listening to music.,,,
1724309533568533524,113,2,1,30,Speaker_Error,test,swap,The blanket folded the daughter.,,,
1724309533568533524,114,2,1,129,Speaker_Error,filler,filler,The defendant's name was written on the check.,,,
1724309533568533524,115,2,1,119,Speaker_Error,filler,filler,A flowering plant is on the window sill.,,,
1724309533568533524,116,2,1,23,Speaker_Error,test,insertion,The long drought deteriorated from the soil.,,,
1724309533568533524,117,2,1,109,Speaker_Error,filler,filler,Some treasure was found in the cave.,,,
1724309533568533524,118,2,1,27,Speaker_Error,test,swap,The bat swung the player.,,,
1724309533568533524,119,2,1,24,Speaker_Error,test,insertion,The judge gave the athlete to the prize.,,,
1724309533568533524,120,2,1,16,Speaker_Error,test,deletion,The uncle sold the truck the father.,,,
1724309533568533524,121,2,1,127,Speaker_Error,filler,filler,The astronaut accepted the mission.,,,
1724309533568533524,122,2,1,118,Speaker_Error,filler,filler,The lawyer was insulted by the judge.,,,
1724309533568533524,123,2,1,128,Speaker_Error,filler,filler,The girl was pushed by the boy.,,,
1724309533568533524,124,2,1,22,Speaker_Error,test,insertion,The host tossed the contestant to the microphone.,,,
1724309533568533524,125,2,1,18,Speaker_Error,test,deletion,The player benefited the intense practice.,,,
1724309533568533524,126,2,1,105,Speaker_Error,filler,filler,The travel agent reserved a flight for the businessman.,,,
1724309533568533524,127,2,1,28,Speaker_Error,test,swap,The oven cleaned the grandmother.,,,
1724309533568533524,128,2,1,26,Speaker_Error,test,swap,The message read the assistant.,,,
1724309533568533524,129,2,1,21,Speaker_Error,test,insertion,The construction noise worsened from the man's hearing.,,,
1724309533568533524,130,2,1,25,Speaker_Error,test,insertion,The chemotherapy shrank from the tumor.,,,
