subjID,TrialNum,List,BlockOrder,ItemNum,Condition,TrialType,SentenceType,Sentence,Response
16961602112110210659,43,7,1,97,Speaker_Error,filler,filler,The submarine captain accepted the mission.,
16961602112110210659,44,7,1,75,Speaker_Error,filler,filler,The journalist was ignored by the politician at the press conference.,
16961602112110210659,45,7,1,52,Speaker_Error,exposure,deletion,The supplier described a scenario the class after explaining basic concepts.,
16961602112110210659,46,7,1,91,Speaker_Error,filler,filler,The nurse poured some water for the old man.,
16961602112110210659,47,7,1,65,Speaker_Error,exposure,swap,The colonel was knighted by the queen loyalty of his because.,
16961602112110210659,48,7,1,87,Speaker_Error,filler,filler,The lab-assistant fetched a test-tube for the scientist.,
16961602112110210659,49,7,1,53,Speaker_Error,exposure,deletion,The trainer filled a bag with ice the injured client.,bla bla
16961602112110210659,50,7,1,60,Speaker_Error,exposure,insertion,The performer lifted the acrobat onto a her shoulders gracefully.,
16961602112110210659,51,7,1,81,Speaker_Error,filler,filler,The church built a shelter for the homeless.,
16961602112110210659,52,7,1,56,Speaker_Error,exposure,deletion,The rioter stapled the sign a bulletin board in the corridor.,
16961602112110210659,53,7,1,54,Speaker_Error,exposure,deletion,The commissioner wrote a report the chairman.,
16961602112110210659,54,7,1,67,Speaker_Error,exposure,swap,The Vikings raided a search in village of the warrior.,
16961602112110210659,55,7,1,73,Speaker_Error,filler,filler,The man ordered some champagne for his girlfriend.,
16961602112110210659,56,7,1,68,Speaker_Error,exposure,swap,The toddler hugged a teddybear scared because he was.,
16961602112110210659,57,7,1,80,Speaker_Error,filler,filler,The charity built a house for the hurricane victim.,
16961602112110210659,58,7,1,100,Speaker_Error,filler,filler,The chef cleaned the ladle before he stirred the soup.,
16961602112110210659,59,7,1,84,Speaker_Error,filler,filler,The cook baked a cake for Lucy.,
16961602112110210659,60,7,1,64,Speaker_Error,exposure,insertion,The translator found a car for the ambassador because he or could not speak Lebanese.,
16961602112110210659,61,7,1,71,Speaker_Error,filler,filler,The woman saved a seat for her husband.,
16961602112110210659,62,7,1,94,Speaker_Error,filler,filler,The mobile was hanging from the ceiling.,
16961602112110210659,63,7,1,61,Speaker_Error,exposure,insertion,The presenter was criticized by a legislator for because of his speech impediment.,
16961602112110210659,64,7,1,69,Speaker_Error,exposure,swap,The choreographer found a film starring the musical in the lead.,
16961602112110210659,65,7,1,88,Speaker_Error,filler,filler,The sergeant assigned a locker to the private after the meeting.,
16961602112110210659,66,7,1,96,Speaker_Error,filler,filler,An old woman lives in the woods.,
16961602112110210659,67,7,1,98,Speaker_Error,filler,filler,A ghost appeared above the bed.,
16961602112110210659,68,7,1,55,Speaker_Error,exposure,deletion,The paramedic helped an invalid the brick building.,
16961602112110210659,69,7,1,70,Speaker_Error,exposure,swap,The runner filled a bottle with cold water tap.,
16961602112110210659,70,7,1,78,Speaker_Error,filler,filler,The grocery store didn't have any more whole wheat bread in stock.,
16961602112110210659,71,7,1,114,Speaker_noError,filler,filler,The seamstress made a dress for her client.,
16961602112110210659,72,7,1,14,Speaker_noError,test,swap,The saw sharpened the father.,
16961602112110210659,73,7,1,9,Speaker_noError,test,insertion,The judge gave the athlete to the prize.,
16961602112110210659,74,7,1,120,Speaker_noError,filler,filler,The secretary ordered some office supplies for the boss.,
16961602112110210659,75,7,1,6,Speaker_noError,test,insertion,The construction noise worsened from the man's hearing.,
16961602112110210659,76,7,1,8,Speaker_noError,test,insertion,The long drought deteriorated from the soil.,
16961602112110210659,77,7,1,109,Speaker_noError,filler,filler,Some treasure was found in the cave.,
16961602112110210659,78,7,1,119,Speaker_noError,filler,filler,A flowering plant is on the window sill.,
16961602112110210659,79,7,1,5,Speaker_noError,test,deletion,The janitor lent the mop the teacher.,
16961602112110210659,80,7,1,101,Speaker_noError,filler,filler,The helicopter hovered over the water.,
16961602112110210659,81,7,1,122,Speaker_noError,filler,filler,The TA was criticized by the professor.,
16961602112110210659,82,7,1,3,Speaker_noError,test,deletion,The player benefited the intense practice.,
16961602112110210659,83,7,1,124,Speaker_noError,filler,filler,The marathoner ran into the stadium.,
16961602112110210659,84,7,1,13,Speaker_noError,test,swap,The oven cleaned the grandmother.,
16961602112110210659,85,7,1,105,Speaker_noError,filler,filler,The travel agent reserved a flight for the businessman.,
16961602112110210659,86,7,1,11,Speaker_noError,test,swap,The message read the assistant.,
16961602112110210659,87,7,1,108,Speaker_noError,filler,filler,The painting hung on the bedroom wall.,
16961602112110210659,88,7,1,106,Speaker_noError,filler,filler,A cat jumped onto the table.,
16961602112110210659,89,7,1,4,Speaker_noError,test,deletion,The sculpture shattered the fall.,
16961602112110210659,90,7,1,7,Speaker_noError,test,insertion,The host tossed the contestant to the microphone.,
16961602112110210659,91,7,1,1,Speaker_noError,test,deletion,The uncle sold the truck the father.,
16961602112110210659,92,7,1,12,Speaker_noError,test,swap,The bat swung the player.,
16961602112110210659,93,7,1,15,Speaker_noError,test,swap,The blanket folded the daughter.,
16961602112110210659,94,7,1,112,Speaker_noError,filler,filler,The baby crawled into the hallway.,
16961602112110210659,95,7,1,113,Speaker_noError,filler,filler,The train arrived at the station.,
16961602112110210659,96,7,1,117,Speaker_noError,filler,filler,The ballet instructor encouraged her students to practice more.,
16961602112110210659,97,7,1,10,Speaker_noError,test,insertion,The chemotherapy shrank from the tumor.,
16961602112110210659,98,7,1,2,Speaker_noError,test,deletion,The scuba instructor rented the equipment the tourist.,
16961602112110210659,99,7,1,103,Speaker_noError,filler,filler,The first-graders liked their teacher because she used games to teach them how to read.,
16961602112110210659,100,7,1,127,Speaker_noError,filler,filler,The astronaut accepted the mission.,
16961602112110210659,101,7,1,95,Speaker_Error,filler,filler,The coach encouraged the team to score in the last quarter.,
16961602112110210659,102,7,1,79,Speaker_Error,filler,filler,A magnificent diamond sparkled on the prince's finger.,
16961602112110210659,103,7,1,82,Speaker_Error,filler,filler,The architect was commissioned by the large company.,
16961602112110210659,104,7,1,18,Speaker_Error,test,deletion,The actor handed the script the director.,
16961602112110210659,105,7,1,76,Speaker_Error,filler,filler,The small plant grew into a huge tree.,
16961602112110210659,106,7,1,90,Speaker_Error,filler,filler,The apple was placed on the teacher's desk.,
16961602112110210659,107,7,1,28,Speaker_Error,test,swap,The train boarded the granddaughter.,
16961602112110210659,108,7,1,89,Speaker_Error,filler,filler,The jewelry-maker was commissioned by the millionaire.,
16961602112110210659,109,7,1,22,Speaker_Error,test,insertion,The bad lighting deteriorated from the woman's eyesight.,
16961602112110210659,110,7,1,29,Speaker_Error,test,swap,The stamp licked the secretary.,
16961602112110210659,111,7,1,83,Speaker_Error,filler,filler,The boyfriend obtained some concert tickets for his girlfriend.,
16961602112110210659,112,7,1,77,Speaker_Error,filler,filler,The man was nudged by the woman.,
16961602112110210659,113,7,1,30,Speaker_Error,test,swap,The table set the mother.,
16961602112110210659,114,7,1,85,Speaker_Error,filler,filler,The dental technician accepted the job at the new office even though it didn't pay much.,
16961602112110210659,115,7,1,24,Speaker_Error,test,insertion,The hot stove melted from the plastic handle.,
16961602112110210659,116,7,1,93,Speaker_Error,filler,filler,The moose's head was mounted on the wall.,
16961602112110210659,117,7,1,26,Speaker_Error,test,swap,The watch bought the plumber.,
16961602112110210659,118,7,1,99,Speaker_Error,filler,filler,The student spent all night studying and aced the test.,
16961602112110210659,119,7,1,92,Speaker_Error,filler,filler,The bartender poured a drink for the customer.,
16961602112110210659,120,7,1,19,Speaker_Error,test,deletion,The millionaire profited the tax reduction.,
16961602112110210659,121,7,1,16,Speaker_Error,test,deletion,The quarterback passed the ball the receiver.,
16961602112110210659,122,7,1,27,Speaker_Error,test,swap,The ball kicked the girl.,
16961602112110210659,123,7,1,21,Speaker_Error,test,insertion,The earthquake shattered from the house.,
16961602112110210659,124,7,1,74,Speaker_Error,filler,filler,The woman was held by the man.,
16961602112110210659,125,7,1,86,Speaker_Error,filler,filler,The soccer mom was offended by the journalist because he asked rude questions.,
16961602112110210659,126,7,1,23,Speaker_Error,test,insertion,The extra time benefited from the child with a learning disability.,
16961602112110210659,127,7,1,25,Speaker_Error,test,insertion,The daughter passed the mother to the bowl.,
16961602112110210659,128,7,1,17,Speaker_Error,test,deletion,The patient's condition deteriorated the new medicine.,
16961602112110210659,129,7,1,72,Speaker_Error,filler,filler,The waitress fixed a sandwich for the customer.,
16961602112110210659,130,7,1,20,Speaker_Error,test,deletion,The corrupt politicians profited the bribes.,bloop
