subjID	TrialNum	List	BlockOrder	ItemNum	Condition	TrialType	SentenceType	SpeakerName	Sentence	Response	A_rating	B_rating
11831903021145822848	105	5	4	29	Speaker_Error	test	swap	Speaker B	The saw sharpened the father.		1	2
11831903021145822848	106	5	4	79	Speaker_Error	filler	filler	Speaker B	A magnificent diamond sparkled on the prince's finger.		1	2
11831903021145822848	107	5	4	18	Speaker_Error	test	deletion	Speaker B	The player benefited the intense practice.		1	2
11831903021145822848	108	5	4	94	Speaker_Error	filler	filler	Speaker B	The mobile was hanging from the ceiling.		1	2
11831903021145822848	109	5	4	30	Speaker_Error	test	swap	Speaker B	The blanket folded the daughter.		1	2
11831903021145822848	110	5	4	99	Speaker_Error	filler	filler	Speaker B	The student spent all night studying and aced the test.		1	2
11831903021145822848	111	5	4	22	Speaker_Error	test	insertion	Speaker B	The host tossed the contestant to the microphone.		1	2
11831903021145822848	112	5	4	17	Speaker_Error	test	deletion	Speaker B	The scuba instructor rented the equipment the tourist.		1	2
11831903021145822848	113	5	4	19	Speaker_Error	test	deletion	Speaker B	The sculpture shattered the fall.		1	2
11831903021145822848	114	5	4	23	Speaker_Error	test	insertion	Speaker B	The long drought deteriorated from the soil.		1	2
11831903021145822848	115	5	4	82	Speaker_Error	filler	filler	Speaker B	The architect was commissioned by the large company.		1	2
11831903021145822848	116	5	4	24	Speaker_Error	test	insertion	Speaker B	The judge gave the athlete to the prize.		1	2
11831903021145822848	117	5	4	20	Speaker_Error	test	deletion	Speaker B	The janitor lent the mop the teacher.		1	2
11831903021145822848	118	5	4	91	Speaker_Error	filler	filler	Speaker B	The nurse poured some water for the old man.		1	2
11831903021145822848	119	5	4	76	Speaker_Error	filler	filler	Speaker B	The small plant grew into a huge tree.		1	2
11831903021145822848	120	5	4	89	Speaker_Error	filler	filler	Speaker B	The jewelry-maker was commissioned by the millionaire.		1	2
11831903021145822848	121	5	4	74	Speaker_Error	filler	filler	Speaker B	The woman was held by the man.		1	2
11831903021145822848	122	5	4	25	Speaker_Error	test	insertion	Speaker B	The chemotherapy shrank from the tumor.		1	2
11831903021145822848	123	5	4	78	Speaker_Error	filler	filler	Speaker B	The grocery store didn't have any more whole wheat bread in stock.		1	2
11831903021145822848	124	5	4	81	Speaker_Error	filler	filler	Speaker B	The church built a shelter for the homeless.		1	2
11831903021145822848	125	5	4	27	Speaker_Error	test	swap	Speaker B	The bat swung the player.		1	2
11831903021145822848	126	5	4	85	Speaker_Error	filler	filler	Speaker B	The dental technician accepted the job at the new office even though it didn't pay much.		1	2
11831903021145822848	127	5	4	21	Speaker_Error	test	insertion	Speaker B	The construction noise worsened from the man's hearing.		1	2
11831903021145822848	128	5	4	26	Speaker_Error	test	swap	Speaker B	The message read the assistant.		1	2
11831903021145822848	129	5	4	87	Speaker_Error	filler	filler	Speaker B	The lab-assistant fetched a test-tube for the scientist.		1	2
11831903021145822848	130	5	4	88	Speaker_Error	filler	filler	Speaker B	The sergeant assigned a locker to the private after the meeting.	eeee	1	2
